player,Bogey Average-EVENTS,Bogey Average-AVERAGE BOGEYS PER ROUND,Bogey Average-TOTAL BOGEYS,Bogey Average-ROUNDS PLAYED,Final Round Performance-EVENTS,Final Round Performance-%,Front 9 Par 4 Scoring Average-ROUNDS,Front 9 Par 4 Scoring Average-AVG,Front 9 Par 4 Scoring Average-TOTAL STROKES,Front 9 Par 4 Scoring Average-TOTAL HOLES,Back 9 Par 4 Scoring Average-ROUNDS,Back 9 Par 4 Scoring Average-AVG,Back 9 Par 4 Scoring Average-TOTAL STROKES,Back 9 Par 4 Scoring Average-TOTAL HOLES,Birdie Average-ROUNDS,Birdie Average-AVG,Birdie Average-# OF BIRDIES,Birdie Average-TOTAL ROUNDS,Scoring Average-ROUNDS,Scoring Average-AVG,Scoring Average-TOTAL STROKES,Scoring Average-TOTAL ADJUSTMENT,Scoring Average-TOTAL ROUNDS,Front 9 Round 1 Scoring Average-AVG,Front 9 Round 1 Scoring Average-TOTAL STROKES,Front 9 Round 1 Scoring Average-TOTAL ROUNDS,Front 9 Par 3 Scoring Average-ROUNDS,Front 9 Par 3 Scoring Average-AVG,Front 9 Par 3 Scoring Average-TOTAL STROKES,Front 9 Par 3 Scoring Average-TOTAL HOLES,Birdie to Bogey Ratio-ROUNDS,Birdie to Bogey Ratio-BIRDIE TO BOGEY RATIO,Birdie to Bogey Ratio-TOTAL BIRDIES AND BETTER,Birdie to Bogey Ratio-TOTAL BOGEYS AND WORSE,Back 9 Round 1 Scoring Average-AVG,Back 9 Round 1 Scoring Average-TOTAL STROKES,Back 9 Round 1 Scoring Average-TOTAL ROUNDS,Bogey Avoidance-ROUNDS,Bogey Avoidance-% MAKES BOGEY,Bogey Avoidance-BOGEYS,Bogey Avoidance-HOLES PLAYED,Back 9 Par 3 Scoring Average-ROUNDS,Back 9 Par 3 Scoring Average-AVG,Back 9 Par 3 Scoring Average-TOTAL STROKES,Back 9 Par 3 Scoring Average-TOTAL HOLES,Par 5 Performance-ROUNDS,Par 5 Performance-STATUS,Par 5 Performance-PAR 5 AVG,Par 5 Performance-TOTAL PAR,SG: Total-ROUNDS,SG: Total-AVERAGE,SG: Total-TOTAL SG:T,SG: Total-TOTAL SG:T2G,SG: Total-TOTAL SG:P,SG: Total-MEASURED ROUNDS,Total Eagles-ROUNDS,Total Eagles-TOTAL,Round 3 Scoring Average-AVG,Round 3 Scoring Average-TOTAL STROKES,Round 3 Scoring Average-TOTAL ROUNDS,Round 2 Scoring Average-AVG,Round 2 Scoring Average-TOTAL STROKES,Round 2 Scoring Average-TOTAL ROUNDS,Par 4 Performance-ROUNDS,Par 4 Performance-STATUS,Par 4 Performance-PAR 4 AVG,Par 4 Performance-TOTAL PAR,Final Round Scoring Average-AVG,Final Round Scoring Average-TOTAL STROKES,Final Round Scoring Average-TOTAL ROUNDS,Back 9 Round 4 Scoring Average-AVG,Back 9 Round 4 Scoring Average-TOTAL STROKES,Back 9 Round 4 Scoring Average-TOTAL ROUNDS,Round 4 Scoring Average-AVG,Round 4 Scoring Average-TOTAL STROKES,Round 4 Scoring Average-TOTAL ROUNDS,Par 4 Scoring Average-ROUNDS,Par 4 Scoring Average-AVG,Par 4 Scoring Average-TOTAL STROKES,Par 4 Scoring Average-TOTAL HOLES,Par Breakers-ROUNDS,Par Breakers-%,Par Breakers-# BIRDIES/EAGLES,Par Breakers-# HOLES,Back 9 Round 2 Scoring Average-AVG,Back 9 Round 2 Scoring Average-TOTAL STROKES,Back 9 Round 2 Scoring Average-TOTAL ROUNDS,Bounce Back-ROUNDS,Bounce Back-%,Birdie or Better Percentage-ROUNDS,Birdie or Better Percentage-%,Birdie or Better Percentage-TOTAL BIRDIES,Birdie or Better Percentage-TOTAL HOLES,Birdie or Better Percentage-GIR RANK,Front 9 Round 3 Scoring Average-AVG,Front 9 Round 3 Scoring Average-TOTAL STROKES,Front 9 Round 3 Scoring Average-TOTAL ROUNDS,Front 9 Round 2 Scoring Average-AVG,Front 9 Round 2 Scoring Average-TOTAL STROKES,Front 9 Round 2 Scoring Average-TOTAL ROUNDS,Scoring Average Before Cut-AVG,Scoring Average Before Cut-TOTAL STROKES,Scoring Average Before Cut-TOTAL ROUNDS,Back 9 Scoring Average-ROUNDS,Back 9 Scoring Average-AVG,Back 9 Scoring Average-TOTAL STROKES,Back 9 Scoring Average-TOTAL HOLES,Par 5 Eagle Leaders-ROUNDS,Par 5 Eagle Leaders-TOTAL,Par 5 Eagle Leaders-TOTAL PAR 5 HOLES,Par 5 Eagle Leaders-TOTAL HOLE OUTS,Round 1 Scoring Average-AVG,Round 1 Scoring Average-TOTAL STROKES,Round 1 Scoring Average-TOTAL ROUNDS,Back 9 Par 5 Scoring Average-ROUNDS,Back 9 Par 5 Scoring Average-AVG,Back 9 Par 5 Scoring Average-TOTAL STROKES,Back 9 Par 5 Scoring Average-TOTAL HOLES,Par 4 Birdie or Better Leaders-ROUNDS,Par 4 Birdie or Better Leaders-%,Par 4 Birdie or Better Leaders-PAR 4 BIRDIES OR BETTER,Par 4 Birdie or Better Leaders-PAR 4 HOLES,Back 9 Round 3 Scoring Average-AVG,Back 9 Round 3 Scoring Average-TOTAL STROKES,Back 9 Round 3 Scoring Average-TOTAL ROUNDS,Par 5 Scoring Average-ROUNDS,Par 5 Scoring Average-AVG,Par 5 Scoring Average-TOTAL STROKES,Par 5 Scoring Average-TOTAL HOLES,Par 3 Scoring Average-ROUNDS,Par 3 Scoring Average-AVG,Par 3 Scoring Average-TOTAL STROKES,Par 3 Scoring Average-TOTAL HOLES,Total Birdies-ROUNDS,Total Birdies-TOTAL,Par 5 Birdie or Better Leaders-ROUNDS,Par 5 Birdie or Better Leaders-%,Par 5 Birdie or Better Leaders-PAR 5 BIRDIES OR BETTER,Par 5 Birdie or Better Leaders-PAR 5 HOLES,Front 9 Round 4 Scoring Average-AVG,Front 9 Round 4 Scoring Average-TOTAL STROKES,Front 9 Round 4 Scoring Average-TOTAL ROUNDS,Par 3 Birdie or Better Leaders-ROUNDS,Par 3 Birdie or Better Leaders-%,Par 3 Birdie or Better Leaders-PAR 3 BIRDIES OR BETTER,Par 3 Birdie or Better Leaders-PAR 3 HOLES,Stroke Differential Field Average-ROUNDS,Stroke Differential Field Average-STROKE DIFFERENTIAL,Stroke Differential Field Average-PLAYER'S SCORE,Stroke Differential Field Average-FIELD AVERAGE SCORE,Eagles (Holes per)-ROUNDS,Eagles (Holes per)-FREQUENCY,Eagles (Holes per)-# OF HOLES,Eagles (Holes per)-# OF EAGLES,Scoring Average (Actual)-ROUNDS,Scoring Average (Actual)-AVG,Scoring Average (Actual)-TOTAL STROKES,Scoring Average (Actual)-TOTAL ROUNDS,Front 9 Par 5 Scoring Average-ROUNDS,Front 9 Par 5 Scoring Average-AVG,Front 9 Par 5 Scoring Average-TOTAL STROKES,Front 9 Par 5 Scoring Average-TOTAL HOLES,Par 3 Performance-ROUNDS,Par 3 Performance-STATUS,Par 3 Performance-PAR 3 AVG,Par 3 Performance-TOTAL PAR
Satoshi Kodaira,11,3.03,94,31,11,50.00,31,4.16,699,168,31,4.17,697,167,31,2.32,72,31,31,72.964,"2,249",12.880,31,36.45,401,11,31,3.10,208,67,31,.67,74,110,35.73,393,11,31,19.71,110,558,31,3.08,191,62,31,-16,4.83,4.70,31,-2.785,-47.339,-30.435,-16.902,17,31,2,72.00,360,5,72.91,802,11,31,+56,4.17,13.40,73.25,293,4,35.50,142,4,73.25,293,4,31,4.17,"1,396",335,31,13.26,74,558,36.91,406,11,31,12.50,31,13.26,74,558,219,34.80,174,5,36.00,396,11,72.57,"1,669",23,31,36.35,"1,127",31,31,2,94,1,72.18,794,11,31,4.78,239,50,31,9.85,33,335,37.20,186,5,31,4.83,454,94,31,3.09,399,129,31,72,31,30.85,29,94,37.75,151,4,31,9.30,12,129,31,-2.09,72.55,70.46,31,279.0,558,2,31,72.55,"2,249",31,31,4.89,215,44,31,+12,3.09,3.87
Dominic Bozzelli,10,3.03,97,32,10,40.00,32,4.04,682,169,32,4.07,668,164,32,4.28,137,32,32,72.229,"2,282",29.315,32,34.60,346,10,32,2.94,191,65,32,1.21,139,115,36.00,360,10,32,19.97,115,576,32,3.06,196,64,32,-25,4.78,5.70,32,-.922,-18.432,-26.981,8.549,20,32,2,72.00,504,7,71.60,716,10,32,+18,4.05,13.32,71.20,356,5,35.40,177,5,71.20,356,5,32,4.05,"1,350",333,32,24.13,139,576,36.20,362,10,32,22.64,32,24.13,139,576,208,35.71,250,7,35.40,354,10,71.41,"1,571",22,32,36.03,"1,153",32,32,2,114,1,70.60,706,10,32,4.82,289,60,32,21.32,71,333,36.29,254,7,32,4.78,545,114,32,3.00,387,129,32,137,32,41.23,47,114,35.80,179,5,32,16.28,21,129,32,-.69,71.31,70.62,32,288.0,576,2,32,71.31,"2,282",32,32,4.74,256,54,32,E,3.00,3.87
Steve Stricker,6,3.06,55,18,6,50.00,18,4.04,388,96,18,4.14,377,91,18,2.67,48,18,18,71.962,"1,296",- .676,18,35.33,212,6,18,3.14,116,37,18,.86,49,57,37.00,222,6,18,17.59,57,324,18,3.11,112,36,18,-17,4.73,3.20,18,-.169,-2.198,-4.737,2.539,13,18,1,71.50,286,4,71.17,427,6,18,+17,4.09,7.48,74.50,149,2,36.00,72,2,74.50,149,2,18,4.09,765,187,18,15.12,49,324,35.33,212,6,18,9.80,18,15.12,49,324,225,35.00,140,4,35.83,215,6,71.57,"1,002",14,18,36.22,652,18,18,1,64,1,72.33,434,6,18,4.66,163,35,18,10.70,20,187,36.50,146,4,18,4.73,303,64,18,3.12,228,73,18,48,18,35.94,23,64,38.50,77,2,18,8.22,6,73,18,-.46,72.00,71.54,18,324.0,324,1,18,72.00,"1,296",18,18,4.83,140,29,18,+9,3.12,2.19
Tommy Fleetwood,6,3.09,68,22,6,80.00,22,3.87,457,118,22,4.09,466,114,22,3.68,81,22,22,70.454,"1,549",.991,22,35.67,214,6,22,3.08,148,48,22,1.20,84,70,36.33,218,6,22,17.68,70,396,22,2.95,130,44,22,-12,4.83,3.60,22,.992,9.923,8.900,1.023,10,22,3,69.60,348,5,71.33,428,6,22,-5,3.98,9.28,68.20,341,5,35.20,176,5,68.20,341,5,22,3.98,923,232,22,21.21,84,396,36.67,220,6,22,17.91,22,21.21,84,396,35,34.20,171,5,34.67,208,6,71.67,860,12,22,35.95,791,22,22,3,72,0,72.00,432,6,22,4.88,195,40,22,19.40,45,232,35.40,177,5,22,4.83,348,72,22,3.02,278,92,22,81,22,33.33,24,72,33.00,165,5,22,16.30,15,92,22,+.64,70.41,71.05,22,132.0,396,3,22,70.41,"1,549",22,22,4.78,153,32,22,+2,3.02,2.76
Justin Rose,6,3.11,56,18,6,33.33,18,4.07,407,100,18,4.05,389,96,22,4.09,90,22,22,70.450,"1,545",4.908,22,35.33,212,6,22,3.05,134,44,18,1.14,73,64,34.57,242,7,22,17.93,71,396,18,3.22,116,36,18,-26,4.54,2.80,22,.644,10.955,11.341,-.387,17,18,2,71.00,213,3,71.50,429,6,18,+12,4.06,7.84,71.33,214,3,35.67,107,3,71.33,214,3,22,4.04,969,240,18,22.53,73,324,36.33,218,6,18,21.67,18,22.53,73,324,217,33.33,100,3,34.71,243,7,70.50,987,14,18,35.94,647,18,18,2,56,0,70.17,421,6,18,4.73,142,30,18,16.33,32,196,37.67,113,3,18,4.54,254,56,22,3.08,271,88,18,71,22,57.35,39,68,35.67,107,3,18,13.89,10,72,18,+.36,70.94,71.30,18,162.0,324,2,22,70.23,"1,545",22,18,4.31,112,26,18,+11,3.15,2.16
Francesco Molinari,6,3.11,59,19,6,66.67,19,3.99,403,101,19,4.05,385,95,19,3.53,67,19,19,72.345,"1,360",14.546,19,35.33,212,6,19,3.13,119,38,19,1.08,68,63,37.83,227,6,19,18.42,63,342,19,3.24,123,38,19,-20,4.71,3.50,19,-1.265,-15.179,-9.798,-5.380,12,19,1,71.50,286,4,70.83,425,6,19,+4,4.02,7.84,70.00,210,3,34.00,102,3,70.00,210,3,19,4.02,788,196,19,19.88,68,342,35.67,214,6,19,20.00,19,19.88,68,342,200,35.50,142,4,35.17,211,6,72.00,936,13,19,36.16,687,19,19,1,70,0,73.17,439,6,19,4.71,179,38,19,17.35,34,196,36.00,144,4,19,4.71,330,70,19,3.18,242,76,19,67,19,40.00,28,70,36.00,108,3,19,7.89,6,76,19,-.66,71.58,70.92,19,342.0,342,1,19,71.58,"1,360",19,19,4.72,151,32,19,+14,3.18,2.28
Jimmy Walker,11,3.12,106,34,11,40.00,34,4.11,780,190,34,4.07,728,179,36,3.53,127,36,36,71.483,"2,571",2.389,36,35.27,388,11,36,3.08,225,73,34,1.02,122,120,35.92,431,12,36,19.75,128,648,34,3.12,212,68,34,-35,4.67,5.30,36,-.497,-15.404,-5.661,-9.741,31,34,3,72.00,504,7,70.91,780,11,34,+32,4.09,14.76,72.40,362,5,36.20,181,5,72.40,362,5,36,4.09,"1,599",391,34,19.93,122,612,35.45,390,11,34,24.78,34,19.93,122,612,177,35.57,249,7,35.42,425,12,71.27,"1,853",26,34,35.88,"1,220",34,34,3,106,0,71.09,782,11,34,4.75,280,59,34,18.16,67,369,36.43,255,7,34,4.67,495,106,36,3.10,450,145,34,119,36,39.29,44,112,36.20,181,5,34,10.22,14,137,34,-.30,71.41,71.11,34,204.0,612,3,36,71.42,"2,571",36,34,4.57,215,47,34,+14,3.10,4.11
Matt Wallace,5,3.13,50,16,5,66.67,16,4.09,360,88,16,4.11,345,84,20,3.55,71,20,20,71.760,"1,436",- .798,20,34.60,173,5,20,3.05,122,40,16,.95,57,60,35.50,213,6,20,18.89,68,360,16,3.22,103,32,16,-9,4.83,2.60,20,-.307,-4.904,-5.342,.438,16,16,1,72.33,217,3,75.40,377,5,16,+17,4.10,6.88,70.00,210,3,35.00,105,3,70.00,210,3,20,4.09,883,216,16,19.79,57,288,36.60,183,5,16,20.37,16,19.79,57,288,224,35.67,107,3,38.17,229,6,72.17,866,12,16,36.13,578,16,16,1,52,1,70.60,353,5,16,4.64,130,28,16,18.02,31,172,36.67,110,3,16,4.83,251,52,20,3.14,251,80,16,56,20,45.31,29,64,35.00,105,3,16,7.81,5,64,16,-.50,72.31,71.81,16,288.0,288,1,20,71.80,"1,436",20,16,5.04,121,24,16,+9,3.14,1.92
J.B. Holmes,7,3.17,76,24,7,60.00,24,4.08,539,132,24,4.04,497,123,24,3.83,92,24,24,71.233,"1,702",7.583,24,35.29,247,7,24,2.96,145,49,24,1.21,98,81,34.86,244,7,24,18.75,81,432,24,3.11,137,44,24,-36,4.57,4.20,24,.486,9.240,-2.878,12.118,19,24,6,72.00,360,5,69.86,489,7,24,+16,4.06,10.20,72.40,362,5,37.40,187,5,72.40,362,5,24,4.06,"1,036",255,24,22.69,98,432,34.71,243,7,24,22.78,24,22.69,98,432,223,35.60,178,5,35.14,246,7,69.80,"1,047",15,24,35.67,856,24,24,3,84,0,70.14,491,7,24,4.53,222,49,24,16.08,41,255,36.40,182,5,24,4.57,384,84,24,3.03,282,93,24,92,24,50.00,42,84,35.00,175,5,24,16.13,15,93,24,+.39,70.92,71.31,24,72.0,432,6,24,70.92,"1,702",24,24,4.63,162,35,24,+3,3.03,2.79
J.J. Henry,8,3.19,67,21,8,.00,21,4.13,463,112,21,4.03,439,109,21,2.81,59,21,21,72.878,"1,515",15.435,21,36.75,294,8,21,3.14,135,43,21,.85,61,72,35.25,282,8,21,19.05,72,378,21,3.00,126,42,21,-8,4.89,3.60,21,-1.634,-19.603,-17.344,-2.261,12,21,2,72.00,216,3,71.88,575,8,21,+18,4.08,8.84,74.00,148,2,37.00,74,2,74.00,148,2,21,4.08,902,221,21,16.14,61,378,35.38,283,8,21,17.19,21,16.14,61,378,107,36.00,108,3,36.50,292,8,71.88,"1,222",17,21,35.57,747,21,21,1,72,0,72.00,576,8,21,4.79,182,38,21,14.48,32,221,36.00,108,3,21,4.89,352,72,21,3.07,261,85,21,59,21,26.39,19,72,37.00,74,2,21,11.76,10,85,21,-1.49,72.14,70.65,21,189.0,378,2,21,72.14,"1,515",21,21,5.00,170,34,21,+6,3.07,2.55
Kevin Tway,12,3.19,115,36,12,50.00,36,4.07,797,196,36,4.03,750,186,38,3.42,130,38,38,71.597,"2,704",16.704,38,36.00,432,12,38,3.24,259,80,36,1.03,125,121,35.23,458,13,38,18.71,128,684,36,2.92,210,72,36,-32,4.73,5.90,38,-.501,-12.523,-4.135,-8.386,25,36,2,70.50,423,6,72.08,865,12,36,+19,4.05,15.28,69.83,419,6,34.33,206,6,69.83,419,6,38,4.05,"1,636",404,36,19.29,125,648,35.92,431,12,36,20.87,36,19.29,125,648,208,35.83,215,6,36.15,470,13,71.62,"1,862",26,36,35.22,"1,268",36,36,1,118,0,71.25,855,12,36,4.67,308,66,36,15.45,59,382,34.67,208,6,36,4.73,558,118,38,3.08,481,156,36,123,38,40.32,50,124,35.50,213,6,36,12.16,18,148,36,-.39,71.17,70.78,36,324.0,648,2,38,71.16,"2,704",38,36,4.81,250,52,36,+13,3.09,4.44
Matt Every,12,3.20,96,30,12,25.00,30,3.98,657,165,30,4.10,623,152,32,4.13,132,32,32,72.407,"2,302",15.032,32,35.75,429,12,32,3.26,212,65,30,1.10,127,115,36.31,472,13,32,21.53,124,576,30,3.22,193,60,30,-27,4.74,5.10,32,-1.534,-42.940,-17.260,-25.678,28,30,1,68.25,273,4,72.00,720,10,30,+12,4.04,12.68,74.75,299,4,38.50,154,4,74.75,299,4,32,4.05,"1,374",339,30,23.52,127,540,36.00,360,10,30,25.23,30,23.52,127,540,152,33.75,135,4,35.91,395,11,71.77,"1,866",26,30,36.23,"1,087",30,30,1,102,1,72.00,864,12,30,4.67,271,58,30,21.45,68,317,34.50,138,4,30,4.74,483,102,32,3.24,418,129,30,126,32,41.67,45,108,36.25,145,4,30,14.05,17,121,30,-.91,71.87,70.96,30,540.0,540,1,32,71.94,"2,302",32,30,4.82,212,44,30,+30,3.25,3.63
Arjun Atwal,8,3.29,69,21,8,50.00,21,4.05,454,112,21,4.02,446,111,21,3.24,68,21,21,72.344,"1,503",16.223,21,36.25,290,8,21,3.16,136,43,21,.96,70,73,36.00,288,8,21,19.31,73,378,21,3.24,136,42,21,-19,4.73,3.50,21,-2.340,-23.404,-8.708,-14.696,10,21,2,70.67,212,3,71.75,574,8,21,+8,4.04,8.92,69.50,139,2,34.50,69,2,69.50,139,2,21,4.04,900,223,21,18.52,70,378,35.88,287,8,21,17.39,21,18.52,70,378,175,34.00,102,3,35.88,287,8,71.94,"1,223",17,21,35.90,754,21,21,2,70,1,72.25,578,8,21,4.78,172,36,21,15.70,35,223,36.67,110,3,21,4.73,331,70,21,3.20,272,85,21,68,21,37.14,26,70,35.00,70,2,21,10.59,9,85,21,-1.06,71.57,70.51,21,189.0,378,2,21,71.57,"1,503",21,21,4.68,159,34,21,+17,3.20,2.55
John Senden,9,3.36,84,25,9,.00,25,4.04,529,131,25,4.09,532,130,25,3.04,76,25,25,73.317,"1,811",21.914,25,35.33,318,9,25,3.22,164,51,25,.84,77,92,36.22,326,9,25,20.44,92,450,25,3.24,162,50,25,-16,4.82,4.40,25,-2.182,-26.182,-26.295,.113,12,25,1,70.50,282,4,72.89,656,9,25,+17,4.07,10.44,76.33,229,3,39.67,119,3,76.33,229,3,25,4.07,"1,061",261,25,17.11,77,450,37.11,334,9,25,16.09,25,17.11,77,450,201,35.50,142,4,35.78,322,9,71.80,"1,436",20,25,36.76,919,25,25,1,88,0,71.56,644,9,25,5.00,225,45,25,15.33,40,261,35.00,140,4,25,4.82,424,88,25,3.23,326,101,25,76,25,30.68,27,88,36.67,110,3,25,9.90,10,101,25,-1.84,72.44,70.60,25,450.0,450,1,25,72.44,"1,811",25,25,4.63,199,43,25,+23,3.23,3.03
Danny Willett,6,3.40,68,20,6,50.00,20,4.06,439,108,20,4.16,424,102,22,3.59,79,22,22,72.188,"1,586",2.135,22,35.67,214,6,22,3.14,138,44,20,.95,74,78,36.14,253,7,22,20.71,82,396,20,3.10,124,40,20,-17,4.76,3.50,22,-.086,-1.202,-2.109,.907,14,20,1,73.75,295,4,71.67,430,6,20,+23,4.11,8.40,72.25,289,4,35.50,142,4,72.25,289,4,22,4.10,951,232,20,20.56,74,360,36.33,218,6,20,18.31,20,20.56,74,360,213,36.75,147,4,35.14,246,7,71.57,"1,002",14,20,36.30,726,20,20,1,70,0,72.00,432,6,20,4.68,178,38,20,18.57,39,210,37.00,148,4,20,4.76,333,70,22,3.13,275,88,20,73,22,38.16,29,76,36.75,147,4,20,11.25,9,80,20,-.76,72.30,71.54,20,360.0,360,1,22,72.09,"1,586",22,20,4.84,155,32,20,+10,3.13,2.40
Martin Trainer,14,3.91,133,34,14,50.00,34,4.19,779,186,34,4.20,744,177,36,2.89,104,36,36,74.581,"2,666",18.930,36,36.36,509,14,36,3.30,241,73,34,.65,104,160,37.40,561,15,36,26.08,169,648,34,3.39,217,64,34,-33,4.72,5.80,36,-2.960,-85.849,-78.100,-7.748,29,34,4,73.25,293,4,74.14,"1,038",14,34,+71,4.20,14.52,78.00,156,2,41.50,83,2,78.00,156,2,36,4.21,"1,621",385,34,16.99,104,612,37.00,518,14,34,18.24,34,16.99,104,612,226,36.25,145,4,37.20,558,15,73.91,"2,365",32,34,37.29,"1,268",34,34,4,116,2,73.43,"1,028",14,34,4.72,307,65,34,12.12,44,363,37.00,148,4,34,4.72,547,116,36,3.33,470,141,34,100,36,44.26,54,122,36.50,73,2,34,6.02,8,133,34,-2.94,73.97,71.03,34,153.0,612,4,36,74.06,"2,666",36,34,4.71,240,51,34,+46,3.35,3.99
